megyekod;kshkod;megye;irsz;telepules;lakossag;ffi;no;tipus
17;16452;TOL;7215;Nagyvejke;159;81;78;község
17;02796;TOL;7039;Nak;526;272;254;község
17;15006;TOL;7086;Németkér;1 746;882;864;község
17;05661;TOL;7143;Ozora;1 636;824;812;község
17;08961;TOL;7042;Őcsény;2 431;1 202;1 229;község
17;09371;TOL;7091;Pálfa;1 514;744;770;község
17;09618;TOL;7142;Pári;669;316;353;község
17;33570;TOL;7038;Pörböly;557;276;281;község
17;19938;TOL;7193;Pusztahencse;1 036;516;520;község
17;15459;TOL;7145;Regöly;1 127;531;596;község
17;04747;TOL;7047;Sárpilis;707;354;353;község
17;20817;TOL;7171;Sárszentlőrinc;1 063;512;551;község
17;25645;TOL;7071;Sióagárd;1 291;613;678;község
17;15316;TOL;7192;Szakadát;243;107;136;község
17;04464;TOL;7213;Szakály;1 298;647;651;község
17;10083;TOL;7121;Szakcs;838;420;418;község
17;14711;TOL;7063;Szálka;644;319;325;község
17;18263;TOL;7056;Szárazd;268;138;130;község
17;16814;TOL;7054;Szedres;2 171;1 074;1 097;község
17;06901;TOL;7181;Tengelic;2 224;1 116;1 108;község
17;31459;TOL;7083;Tevel;1 374;671;703;község
17;11031;TOL;7066;Tolnanémedi;1 018;466;552;község
17;21360;TOL;7095;Udvari;317;172;145;község
17;20561;TOL;7354;Újireg;294;137;157;község
17;32850;TOL;7146;Váralja;823;390;433;község
17;09414;TOL;7214;Várdomb;1 190;593;597;község
17;29124;TOL;7067;Várong;159;84;75;község
17;06637;TOL;7182;Varsád;391;187;204;község
17;14304;TOL;7173;Závod;299;148;151;község
17;21625;TOL;9700;Zomba;2 029;981;1 048;község
18;03009;VAS;9737;Szombathely;76 334;35 955;40 379;megye székhely
18;02431;VAS;9500;Bük;3 499;1 723;1 776;város
18;27094;VAS;9735;Celldömölk;10 552;4 959;5 593;város
18;12140;VAS;9545;Csepreg;3 243;1 536;1 707;város
18;11679;VAS;9900;Jánosháza;2 479;1 192;1 287;város
18;13532;VAS;9730;Körmend;11 095;5 315;5 780;város
18;16832;VAS;9941;Kőszeg;11 490;5 542;5 948;város
18;10630;VAS;9653;Őriszentpéter;1 166;565;601;város
18;30881;VAS;9600;Répcelak;2 604;1 261;1 343;város
18;21306;VAS;9955;Sárvár;14 705;7 069;7 636;város
18;31583;VAS;9800;Szentgotthárd;8 516;4 174;4 342;város
18;04695;VAS;9751;Vasvár;4 139;2 025;2 114;város
18;26426;VAS;9746;Vép;3 364;1 676;1 688;város
18;07214;VAS;9983;Acsád;660;291;369;község
18;22549;VAS;9842;Alsószölnök;357;169;188;község
18;22725;VAS;9811;Alsóújlak;578;278;300;község
18;12317;VAS;9982;Andrásfa;237;129;108;község
18;08873;VAS;9944;Apátistvánfalva;396;179;217;község
18;17020;VAS;9771;Bajánsenye;495;238;257;község
18;05102;VAS;9683;Balogunyom;1 156;573;583;község
18;10384;VAS;9831;Bejcgyertyános;436;208;228;község
18;32124;VAS;9542;Bérbaltavár;539;273;266;község
18;29203;VAS;9554;Boba;835;419;416;község
18;03090;VAS;9727;Borgáta;181;87;94;község
18;05023;VAS;9752;Bozsok;367;183;184;község
18;06390;VAS;9625;Bozzai;289;154;135;község
18;05476;VAS;9612;Bő;713;364;349;község
18;11651;VAS;9675;Bögöt;396;201;195;község
18;07296;VAS;9792;Bögöte;314;152;162;község
18;32984;VAS;9725;Bucsu;588;289;299;község
18;08271;VAS;9624;Cák;267;130;137;község
18;09876;VAS;9919;Chernelházadamonya;206;112;94;község
18;03911;VAS;9654;Csákánydoroszló;1 726;858;868;község
18;26772;VAS;9833;Csánig;340;173;167;község
18;19488;VAS;9834;Csehi;251;129;122;község
18;12724;VAS;9764;Csehimindszent;379;191;188;község
18;23816;VAS;9611;Csempeszkopács;327;162;165;község
18;09070;VAS;9836;Csénye;696;345;351;község
18;26064;VAS;9513;Csipkerek;326;149;177;község
18;22390;VAS;9962;Csönge;403;201;202;község
18;04224;VAS;9917;Csörötnek;871;449;422;község
18;15990;VAS;9791;Daraboshegy;100;50;50;község
18;16151;VAS;9914;Dozmat;257;131;126;község
18;20695;VAS;9913;Döbörhegy;131;65;66;község
18;03036;VAS;9556;Döröske;92;45;47;község
18;02927;VAS;9684;Duka;258;135;123;község
18;28796;VAS;9554;Egervölgy;347;176;171;község
18;10232;VAS;9781;Egyházashetye;317;160;157;község
18;30429;VAS;9783;Egyházashollós;549;272;277;község
18;25946;VAS;9794;Egyházasrádóc;1 266;647;619;község
18;13587;VAS;9934;Felsőcsatár;473;232;241;község
18;08013;VAS;9918;Felsőjánosfa;204;92;112;község
18;29841;VAS;9985;Felsőmarác;251;126;125;község
18;23287;VAS;9952;Felsőszölnök;577;287;290;község
18;30906;VAS;9721;Gasztony;421;219;202;község
18;24183;VAS;9672;Gencsapáti;2 676;1 322;1 354;község
18;26152;VAS;9813;Gérce;1 157;558;599;község
18;30942;VAS;9625;Gersekarát;674;346;328;község
18;11156;VAS;9774;Gór;309;161;148;község
18;27030;VAS;9723;Gyanógeregye;152;73;79;község
18;11943;VAS;9821;Gyöngyösfalu;1 099;550;549;község
18;09724;VAS;9814;Győrvár;630;310;320;község
18;29452;VAS;9917;Halastó;81;40;41;község
18;10676;VAS;9784;Halogy;277;136;141;község
18;05713;VAS;9631;Harasztifalu;157;73;84;község
18;32188;VAS;9915;Hegyfalu;755;367;388;község
18;14997;VAS;9915;Hegyháthodász;153;80;73;község
18;30216;VAS;9934;Hegyhátsál;143;58;85;község
18;18032;VAS;9931;Hegyhátszentjakab;262;138;124;község
18;21838;VAS;9821;Hegyhátszentmárton;69;36;33;község
18;08226;VAS;9796;Hegyhátszentpéter;159;81;78;község
18;12733;VAS;9733;Horvátlövő;197;97;100;község
18;16887;VAS;9676;Horvátzsidány;826;395;431;község
18;20880;VAS;9756;Hosszúpereszteg;662;322;340;község
18;11387;VAS;9634;Ikervár;1 755;856;899;község
18;29504;VAS;9941;Iklanberény;54;26;28;község
18;07977;VAS;9931;Ispánk;109;51;58;község
18;31680;VAS;9798;Ivánc;678;345;333;község
18;13958;VAS;9643;Ják;2 593;1 291;1 302;község
18;06406;VAS;9673;Jákfa;504;254;250;község
18;29957;VAS;9841;Káld;1 034;493;541;község
18;04640;VAS;9547;Kám;461;218;243;község
18;10913;VAS;9915;Karakó;216;104;112;község
18;26620;VAS;9549;Katafa;339;173;166;község
18;32036;VAS;9553;Keléd;78;45;33;község
18;16911;VAS;9522;Kemeneskápolna;95;49;46;község
18;12247;VAS;9511;Kemenesmagasi;892;431;461;község
18;13426;VAS;9544;Kemenesmihályfa;508;264;244;község
18;20996;VAS;9517;Kemenespálfa;413;212;201;község
18;24484;VAS;9521;Kemenessömjén;570;277;293;község
18;20084;VAS;9923;Kemenesszentmárton;213;101;112;község
18;22716;VAS;9752;Kemestaródfa;229;110;119;község
18;02574;VAS;9514;Kenéz;272;129;143;község
18;09937;VAS;9945;Kenyeri;817;401;416;község
18;26596;VAS;9944;Kercaszomor;227;112;115;község
18;19761;VAS;9982;Kerkáskápolna;73;38;35;község
18;19345;VAS;9936;Kétvölgy;114;55;59;község
18;11147;VAS;9555;Kisrákos;184;98;86;község
18;05953;VAS;9772;Kissomlyó;241;121;120;község
18;02501;VAS;9733;Kisunyom;452;217;235;község
18;15486;VAS;9943;Kiszsidány;94;40;54;község
18;13028;VAS;9553;Kondorfa;503;252;251;község
18;04190;VAS;9725;Köcsk;263;138;125;község
18;05740;VAS;9739;Kőszegdoroszló;234;121;113;község
18;26046;VAS;9725;Kőszegpaty;205;120;85;község
18;20109;VAS;9634;Kőszegszerdahely;502;261;241;község
18;14021;VAS;9962;Lukácsháza;1 114;561;553;község
18;03221;VAS;9909;Magyarlak;804;385;419;község
18;27289;VAS;9912;Magyarnádalja;240;122;118;község
18;17288;VAS;9946;Magyarszecsőd;434;219;215;község
18;25423;VAS;9757;Magyarszombatfa;262;120;142;község
18;25760;VAS;9754;Meggyeskovácsi;670;338;332;község
18;30872;VAS;9531;Megyehíd;312;147;165;község
18;14809;VAS;9662;Mersevát;590;295;295;község
18;31875;VAS;9551;Mesterháza;161;81;80;község
18;15723;VAS;9745;Mesteri;273;135;138;község
18;32832;VAS;9835;Meszlen;213;106;107;község
18;30599;VAS;9912;Mikosszéplak;311;156;155;község
18;03294;VAS;9915;Molnaszecsőd;417;220;197;község
18;06716;VAS;9664;Nádasd;1 326;636;690;község
18;09283;VAS;9784;Nagygeresd;274;139;135;község
18;32920;VAS;9913;Nagykölked;162;81;81;község
18;15060;VAS;9938;Nagymizdó;112;61;51;község
18;29869;VAS;9561;Nagyrákos;272;141;131;község
18;26143;VAS;9832;Nagysimonyi;969;475;494;község
18;24837;VAS;9797;Nagytilaj;138;66;72;község
18;17367;VAS;9793;Nárai;1 466;724;742;község
18;02042;VAS;9749;Narda;484;229;255;község
18;24509;VAS;9739;Nemesbőd;637;345;292;község
18;23320;VAS;9548;Nemescsó;294;149;145;község
18;03674;VAS;9542;Nemeskeresztúr;292;140;152;község
18;02839;VAS;9775;Nemeskocs;317;163;154;község
18;24059;VAS;9663;Nemeskolta;371;180;191;község
18;26240;VAS;9953;Nemesládony;144;68;76;község
18;31556;VAS;9782;Nemesmedves;26;14;12;község
18;09672;VAS;9652;Nemesrempehollós;269;139;130;község
18;10843;VAS;9682;Nick;548;271;277;község
18;22318;VAS;9824;Nyőgér;342;168;174;község
18;19743;VAS;9733;Olaszfa;398;191;207;község
18;22044;VAS;9982;Ólmod;119;61;58;község
18;17093;VAS;9512;Orfalu;73;38;35;község
18;32629;VAS;9825;Ostffyasszonyfa;789;387;402;község
18;07667;VAS;9621;Oszkó;618;314;304;község
18;12043;VAS;9933;Ölbő;748;351;397;község
18;13453;VAS;9823;Őrimagyarósd;229;114;115;község
18;07162;VAS;9937;Pácsony;298;150;148;község
18;23108;VAS;9515;Pankasz;450;219;231;község
18;14067;VAS;9754;Pápoc;290;140;150;község
18;14988;VAS;9722;Pecöl;796;398;398;község
18;13684;VAS;9734;Perenye;674;327;347;község
18;08882;VAS;9826;Peresznye;630;307;323;község
18;11572;VAS;9922;Petőmihályfa;209;103;106;község
18;06248;VAS;9796;Pinkamindszent;187;93;94;község
18;20367;VAS;9612;Pornóapáti;363;165;198;község
18;29896;VAS;9636;Porpác;137;65;72;község
18;15671;VAS;9739;Pósfa;269;140;129;község
18;10311;VAS;9776;Pusztacsó;156;73;83;község
18;07278;VAS;9961;Püspökmolnári;868;403;465;község
18;26736;VAS;9777;Rábagyarmat;750;384;366;község
18;03197;VAS;9641;Rábahídvég;970;471;499;község
18;26073;VAS;9766;Rábapaty;1 672;823;849;község
18;17996;VAS;9784;Rábatöttös;231;125;106;község
18;07551;VAS;9951;Rádóckölked;287;146;141;község
18;23861;VAS;9623;Rátót;236;123;113;község
18;28626;VAS;9954;Répceszentgyörgy;117;55;62;község
18;26806;VAS;9766;Rönök;417;211;206;község
18;10597;VAS;9632;Rum;1 121;558;563;község
18;10579;VAS;9742;Sajtoskál;402;204;198;község
18;18883;VAS;9813;Salköveskút;480;245;235;község
18;09788;VAS;9789;Sárfimizdó;105;50;55;község
18;10278;VAS;9633;Sé;1 402;684;718;község
18;26763;VAS;9671;Simaság;554;280;274;község
18;30748;VAS;9774;Sitke;742;369;373;község
18;07171;VAS;9774;Sorkifalud;673;327;346;község
18;27960;VAS;9773;Sorkikápolna;242;123;119;község
18;29692;VAS;9681;Sorokpolány;830;399;431;község
18;22983;VAS;9743;Sótony;626;324;302;község
18;24800;VAS;9934;Söpte;795;387;408;község
18;16504;VAS;9983;Szaknyér;54;27;27;község
18;20932;VAS;9942;Szakonyfalu;382;196;186;község
18;10223;VAS;9913;Szalafő;205;98;107;község
18;17729;VAS;9938;Szarvaskend;227;115;112;község
18;02440;VAS;9622;Szatta;67;36;31;község
18;33172;VAS;9685;Szeleste;661;329;332;község
18;27997;VAS;9799;Szemenye;352;162;190;község
18;21254;VAS;9523;Szentpéterfa;1 026;506;520;község
18;27793;VAS;9935;Szergény;301;150;151;község
18;19521;VAS;9762;Szőce;322;160;162;község
18;16212;VAS;9761;Tanakajd;726;365;361;község
18;32045;VAS;9812;Táplánszentkereszt;2 611;1 278;1 333;község
18;29568;VAS;9561;Telekes;510;245;265;község
18;09229;VAS;9662;Tokorcs;366;183;183;község
18;12335;VAS;9736;Tompaládony;324;171;153;község
18;34087;VAS;9791;Tormásliget;295;148;147;község
18;29878;VAS;9738;Torony;2 003;984;1 019;község
18;05166;VAS;9651;Tömörd;284;147;137;község
18;21537;VAS;9665;Uraiújfalu;835;404;431;község
18;31051;VAS;9921;Vámoscsalád;307;150;157;község
18;02884;VAS;9552;Vasalja;338;161;177;község
18;09195;VAS;9744;Vásárosmiske;357;176;181;község
18;20394;VAS;9661;Vasasszonyfa;379;202;177;község
18;15334;VAS;9674;Vasegerszeg;354;162;192;község
18;20349;VAS;9795;Vashosszúfalu;361;182;179;község
18;30702;VAS;9741;Vaskeresztes;339;177;162;község
18;25982;VAS;9763;Vassurány;788;394;394;község
18;29373;VAS;9953;Vasszécseny;1 360;670;690;község
18;11633;VAS;9747;Vasszentmihály;348;167;181;község
18;12104;VAS;9748;Vasszilvágy;411;211;200;község
18;02246;VAS;9726;Vát;670;338;332;község
18;26000;VAS;9946;Velem;406;189;217;község
18;18430;VAS;9932;Velemér;71;40;31;község
18;07940;VAS;9516;Viszák;262;137;125;község
18;03142;VAS;9635;Vönöck;723;364;359;község
18;21643;VAS;9766;Zsédeny;216;107;109;község
18;12292;VAS;8200;Zsennye;108;57;51;község
19;11767;VES;8400;Veszprém;55 936;26 384;29 552;megye székhely
19;06673;VES;8257;Ajka;28 455;13 656;14 799;város
19;22327;VES;8220;Badacsonytomaj;2 180;1 059;1 121;város
19;05838;VES;8230;Balatonalmádi;9 823;4 815;5 008;város
19;21175;VES;8175;Balatonfüred;13 637;6 386;7 251;város
19;02219;VES;8174;Balatonfűzfő;4 501;2 180;2 321;város
19;05148;VES;8181;Balatonkenese;2 688;1 325;1 363;város
19;33127;VES;8460;Berhida;5 917;2 929;2 988;város
19;32276;VES;8440;Devecser;4 415;2 186;2 229;város
19;23658;VES;8500;Herend;3 483;1 731;1 752;város
19;31945;VES;8330;Pápa;30 053;14 305;15 748;város
19;25593;VES;8297;Sümeg;6 186;2 967;3 219;város
19;29434;VES;8100;Tapolca;15 706;7 452;8 254;város
19;11439;VES;8420;Várpalota;20 303;9 797;10 506;város
19;26499;VES;8105;Zirc;6 760;3 303;3 457;város
19;34254;VES;8253;Pétfürdő;4 774;2 259;2 515;nagyközség
19;05625;VES;8256;Révfülöp;1 173;560;613;nagyközség
19;04561;VES;8561;Ábrahámhegy;560;287;273;község
19;07302;VES;8497;Adásztevel;840;420;420;község
19;31307;VES;8226;Adorjánháza;397;202;195;község
19;30526;VES;8477;Alsóörs;1 880;917;963;község
19;28370;VES;8241;Apácatorna;170;85;85;község
19;07339;VES;8263;Aszófő;465;249;216;község
19;03267;VES;8427;Badacsonytördemic;920;450;470;község
19;23746;VES;8581;Bakonybél;1 172;570;602;község
19;29513;VES;8571;Bakonyjákó;726;374;352;község
19;07287;VES;8422;Bakonykoppány;210;107;103;község
19;25991;VES;8418;Bakonynána;1 027;500;527;község
19;30410;VES;8457;Bakonyoszlop;461;234;227;község
19;06327;VES;8557;Bakonypölöske;410;208;202;község
19;29902;VES;8557;Bakonyság;75;32;43;község
19;23922;VES;8430;Bakonyszentiván;232;119;113;község
19;22813;VES;8572;Bakonyszentkirály;829;422;407;község
19;26417;VES;8555;Bakonyszücs;285;148;137;község
19;24129;VES;8243;Bakonytamási;614;306;308;község
19;25308;VES;8172;Balatonakali;710;363;347;község
19;34421;VES;8272;Balatonakarattya;928;475;453;község
19;03072;VES;8312;Balatoncsicsó;258;120;138;község
19;12238;VES;8164;Balatonederics;1 046;513;533;község
19;29461;VES;8275;Balatonfőkajár;1 365;689;676;község
19;03638;VES;8255;Balatonhenye;129;70;59;község
19;33844;VES;8252;Balatonrendes;157;76;81;község
19;17154;VES;8233;Balatonszepezd;439;212;227;község
19;28501;VES;8242;Balatonszőlős;655;329;326;község
19;15565;VES;8443;Balatonudvari;383;188;195;község
19;14173;VES;8291;Bánd;699;342;357;község
19;15778;VES;8352;Barnag;155;79;76;község
19;07427;VES;8565;Bazsi;445;217;228;község
19;22901;VES;8515;Béb;269;137;132;község
19;27058;VES;8471;Békás;205;113;92;község
19;04321;VES;8479;Bodorfa;97;56;41;község
19;04765;VES;8428;Borszörcsök;365;179;186;község
19;30252;VES;8474;Borzavár;765;393;372;község
19;30924;VES;8163;Csabrendek;3 051;1 527;1 524;község
19;16072;VES;8445;Csajág;854;436;418;község
19;20251;VES;8419;Csehbánya;302;152;150;község
19;24642;VES;8417;Csesznek;521;259;262;község
19;31699;VES;8229;Csetény;1 860;927;933;község
19;02185;VES;8558;Csopak;2 148;1 049;1 099;község
19;32878;VES;8495;Csót;995;491;504;község
19;32814;VES;8345;Csögle;642;329;313;község
19;17172;VES;8485;Dabronc;468;230;238;község
19;28237;VES;8592;Dabrony;441;227;214;község
19;20154;VES;8482;Dáka;646;308;338;község
19;10870;VES;8597;Doba;450;231;219;község
19;29470;VES;8244;Döbrönte;281;142;139;község
19;06363;VES;8416;Dörgicse;290;143;147;község
19;02936;VES;8497;Dudar;1 764;882;882;község
19;33871;VES;8523;Egeralja;213;104;109;község
19;10445;VES;8413;Egyházaskesző;512;255;257;község
19;33941;VES;8582;Eplény;520;259;261;község
19;10250;VES;8227;Farkasgyepű;370;185;185;község
19;24369;VES;8597;Felsőörs;1 839;935;904;község
19;12742;VES;8543;Ganna;272;140;132;község
19;09292;VES;8435;Gecse;416;195;221;község
19;16717;VES;8346;Gic;363;182;181;község
19;18193;VES;8473;Gógánfa;791;404;387;község
19;28671;VES;8286;Gyepükaján;346;173;173;község
19;09520;VES;8192;Gyulakeszi;715;357;358;község
19;15361;VES;8452;Hajmáskér;3 088;1 502;1 586;község
19;07898;VES;8442;Halimba;1 232;608;624;község
19;25566;VES;8296;Hárskút;665;337;328;község
19;02422;VES;8265;Hegyesd;177;92;85;község
19;25803;VES;8344;Hegymagas;287;149;138;község
19;15088;VES;8247;Hetyefő;96;46;50;község
19;20756;VES;8563;Hidegkút;473;239;234;község
19;27818;VES;8475;Homokbödöge;685;338;347;község
19;07250;VES;8493;Hosztót;71;31;40;község
19;28015;VES;8424;Iszkáz;334;182;152;község
19;17437;VES;8469;Jásd;713;352;361;község
19;19141;VES;8294;Kamond;424;226;198;község
19;14553;VES;8471;Kapolcs;381;174;207;község
19;14270;VES;8283;Káptalanfa;802;410;392;község
19;05634;VES;8491;Káptalantóti;486;258;228;község
19;08749;VES;8254;Karakószörcsök;296;156;140;község
19;26037;VES;8516;Kékkút;75;46;29;község
19;19734;VES;8518;Kemeneshőgyész;484;238;246;község
19;12478;VES;8492;Kemenesszentpéter;603;292;311;község
19;25654;VES;8195;Kerta;570;292;278;község
19;05421;VES;8284;Királyszentistván;525;272;253;község
19;07931;VES;8477;Kisapáti;362;192;170;község
19;29072;VES;8494;Kisberzseny;104;51;53;község
19;23700;VES;8446;Kiscsősz;106;52;54;község
19;30173;VES;8496;Kislőd;1 241;634;607;község
19;04288;VES;8483;Kispirit;72;38;34;község
19;23001;VES;8468;Kisszőlős;165;81;84;község
19;30182;VES;8254;Kolontár;736;357;379;község
19;23454;VES;8274;Kővágóörs;765;407;358;község
19;25858;VES;8595;Köveskál;374;194;180;község
19;26541;VES;9532;Kup;458;231;227;község
19;16142;VES;8162;Külsővat;762;359;403;község
19;04066;VES;8317;Küngös;561;282;279;község
19;17570;VES;8319;Lesencefalu;325;163;162;község
19;21962;VES;8318;Lesenceistvánd;971;508;463;község
19;17871;VES;8196;Lesencetomaj;1 121;581;540;község
19;04552;VES;8425;Litér;2 236;1 124;1 112;község
19;18856;VES;8228;Lókút;483;241;242;község
19;05564;VES;8553;Lovas;477;262;215;község
19;05087;VES;8517;Lovászpatona;1 170;584;586;község
19;26374;VES;8449;Magyargencs;493;234;259;község
19;20437;VES;8533;Magyarpolány;1 334;660;674;község
19;03610;VES;9534;Malomsok;526;266;260;község
19;29294;VES;8531;Marcalgergelyi;378;192;186;község
19;22220;VES;8441;Marcaltő;767;380;387;község
19;32212;VES;8348;Márkó;1 552;777;775;község
19;04987;VES;8271;Megyer;27;17;10;község
19;27137;VES;8514;Mencshely;273;130;143;község
19;23560;VES;8513;Mezőlak;997;502;495;község
19;04668;VES;8282;Mihályháza;736;376;360;község
19;04534;VES;8296;Mindszentkálla;259;127;132;község
19;24040;VES;8273;Monostorapáti;1 157;571;586;község
19;22512;VES;8521;Monoszló;124;63;61;község
19;23551;VES;8484;Nagyacsád;661;337;324;község
19;27979;VES;8554;Nagyalásony;496;252;244;község
19;10001;VES;8415;Nagydém;353;174;179;község
19;23180;VES;8551;Nagyesztergár;1 188;603;585;község
19;08262;VES;8496;Nagygyimót;566;280;286;község
19;21403;VES;8562;Nagypirit;260;126;134;község
19;25201;VES;8291;Nagytevel;559;295;264;község
19;19196;VES;8522;Nagyvázsony;1 840;937;903;község
19;05652;VES;8284;Nemesgörzsöny;660;333;327;község
19;02787;VES;8471;Nemesgulács;1 003;494;509;község
19;05555;VES;9533;Nemeshany;384;202;182;község
19;21759;VES;8248;Nemesszalók;852;436;416;község
19;02194;VES;8311;Nemesvámos;2 960;1 501;1 459;község
19;28422;VES;8581;Nemesvita;344;178;166;község
19;10409;VES;8591;Németbánya;115;57;58;község
19;26523;VES;8456;Nóráp;226;109;117;község
19;14757;VES;8512;Noszlop;1 019;534;485;község
19;29009;VES;8454;Nyárád;955;475;480;község
19;24004;VES;8272;Nyirád;1 977;965;1 012;község
19;23913;VES;8414;Óbudavár;63;33;30;község
19;26514;VES;8458;Olaszfalu;1 065;538;527;község
19;16595;VES;8292;Oroszi;137;70;67;község
19;28112;VES;8242;Öcs;207;101;106;község
19;10092;VES;8161;Örvényes;157;87;70;község
19;24068;VES;8191;Ősi;2 081;1 047;1 034;község
19;25450;VES;8229;Öskü;2 231;1 119;1 112;község
19;17011;VES;8593;Paloznak;546;287;259;község
19;19868;VES;8596;Pápadereske;286;144;142;község
19;11855;VES;8594;Pápakovácsi;566;284;282;község
19;21607;VES;8556;Pápasalamon;369;177;192;község
19;31255;VES;8183;Pápateszér;1 223;622;601;község
19;07348;VES;8245;Papkeszi;1 631;819;812;község
19;22451;VES;8426;Pécsely;588;290;298;község
19;15547;VES;8429;Pénzesgyőr;340;178;162;község
19;23515;VES;8291;Porva;510;260;250;község
19;11420;VES;8455;Pula;198;94;104;község
19;28972;VES;8300;Pusztamiske;439;220;219;község
19;03948;VES;8348;Raposka;255;127;128;község
19;25849;VES;8256;Rigács;215;109;106;község
19;30793;VES;8308;Salföld;73;35;38;község
19;13772;VES;8193;Sáska;292;142;150;község
19;03601;VES;8478;Sóly;529;264;265;község
19;05157;VES;8483;Somlójenő;296;147;149;község
19;25779;VES;8481;Somlószőlős;652;325;327;község
19;26569;VES;8484;Somlóvásárhely;1 184;600;584;község
19;14243;VES;8351;Somlóvecse;84;42;42;község
19;05388;VES;8423;Sümegprága;604;287;317;község
19;16489;VES;8272;Szápár;484;227;257;község
19;03568;VES;8281;Szentantalfa;509;255;254;község
19;07092;VES;8444;Szentbékkálla;207;102;105;község
19;07922;VES;8475;Szentgál;2 824;1 432;1 392;község
19;10065;VES;8272;Szentimrefalva;205;97;108;község
19;11545;VES;8225;Szentjakabfa;114;56;58;község
19;16267;VES;8264;Szentkirályszabadja;2 080;1 054;1 026;község
19;24891;VES;8452;Szigliget;921;452;469;község
19;16692;VES;8272;Szőc;436;211;225;község
19;17039;VES;8541;Tagyon;105;50;55;község
19;13125;VES;8295;Takácsi;871;452;419;község
19;17321;VES;8109;Taliándörögd;665;334;331;község
19;20570;VES;8237;Tés;817;416;401;község
19;30465;VES;8246;Tihany;1 358;654;704;község
19;02714;VES;8477;Tótvázsony;1 393;685;708;község
19;04631;VES;8564;Tüskevár;572;285;287;község
19;24767;VES;8347;Ugod;1 347;668;679;község
19;23010;VES;8409;Ukk;350;174;176;község
19;20853;VES;8321;Úrkút;2 066;1 000;1 066;község
19;34218;VES;8552;Uzsa;324;161;163;község
19;21777;VES;8523;Vanyola;572;287;285;község
19;26204;VES;8445;Várkesző;180;80;100;község
19;07065;VES;8542;Városlőd;1 334;656;678;község
19;26648;VES;8245;Vaszar;1 536;780;756;község
19;16656;VES;8248;Vászoly;267;137;130;község
19;21430;VES;8475;Veszprémfajsz;254;125;129;község
19;19336;VES;8484;Veszprémgalsa;263;137;126;község
19;09502;VES;8294;Vid;144;68;76;község
19;09733;VES;8194;Vigántpetend;216;111;105;község
19;15705;VES;9534;Vilonya;689;347;342;község
19;24651;VES;8291;Vinár;237;115;122;község
19;11703;VES;8344;Vöröstó;80;43;37;község
19;29993;VES;8349;Zalaerdőd;255;116;139;község
19;27207;VES;8308;Zalagyömörő;420;205;215;község
19;12654;VES;8348;Zalahaláp;1 269;640;629;község
19;33039;VES;8476;Zalameggyes;51;30;21;község
19;20826;VES;8900;Zánka;1 017;510;507;község
20;32054;ZAL;8800;Zalaegerszeg;57 513;27 140;30 373;megye székhely
20;30933;ZAL;8380;Nagykanizsa;46 835;22 039;24 796;megyei jogú város
20;03814;ZAL;8360;Hévíz;4 740;2 158;2 582;város
20;18421;ZAL;8960;Keszthely;19 334;8 935;10 399;város
20;12575;ZAL;8868;Lenti;7 935;3 799;4 136;város
20;12122;ZAL;8761;Letenye;4 045;1 909;2 136;város
20;31741;ZAL;8749;Pacsa;1 682;825;857;város
20;11785;ZAL;8999;Zalakaros;2 546;1 229;1 317;város
20;30313;ZAL;8785;Zalalövő;2 879;1 409;1 470;város
20;32522;ZAL;8315;Zalaszentgrót;6 442;3 126;3 316;város
20;23302;ZAL;8314;Gyenesdiás;4 047;1 954;2 093;nagyközség
20;12919;ZAL;8921;Vonyarcvashegy;2 551;1 248;1 303;nagyközség
20;02644;ZAL;8935;Alibánfa;437;224;213;község
20;23384;ZAL;8924;Almásháza;82;44;38;község
20;19512;ZAL;8394;Alsónemesapáti;678;333;345;község
20;32081;ZAL;8767;Alsópáhok;1 481;692;789;község
20;18829;ZAL;8973;Alsórajk;326;150;176;község
20;08767;ZAL;8983;Alsószenterzsébet;57;30;27;község
20;21263;ZAL;8977;Babosdöbréte;507;251;256;község
20;11059;ZAL;8992;Baglad;41;17;24;község
20;30368;ZAL;8945;Bagod;1 249;637;612;község
20;04738;ZAL;8946;Bak;1 623;787;836;község
20;15097;ZAL;8313;Baktüttös;360;179;181;község
20;17002;ZAL;8753;Balatongyörök;1 359;681;678;község
20;26462;ZAL;8891;Balatonmagyaród;481;223;258;község
20;08439;ZAL;8948;Bánokszentgyörgy;618;315;303;község
20;27447;ZAL;8797;Barlahida;132;72;60;község
20;24864;ZAL;8887;Batyk;393;195;198;község
20;18698;ZAL;8866;Bázakerettye;753;383;370;község
20;23144;ZAL;8985;Becsehely;2 044;994;1 050;község
20;18360;ZAL;8855;Becsvölgye;787;373;414;község
20;09168;ZAL;8978;Belezna;717;352;365;község
20;20950;ZAL;8934;Belsősárd;94;48;46;község
20;12830;ZAL;8943;Bezeréd;152;79;73;község
20;17543;ZAL;8776;Bocfölde;1 196;592;604;község
20;31291;ZAL;8741;Bocska;326;162;164;község
20;19929;ZAL;8992;Bókaháza;298;153;145;község
20;10782;ZAL;8885;Boncodfölde;339;172;167;község
20;10056;ZAL;8991;Borsfa;727;359;368;község
20;22877;ZAL;8969;Böde;280;122;158;község
20;04163;ZAL;8772;Bödeháza;49;21;28;község
20;21139;ZAL;8925;Börzönce;53;23;30;község
20;20613;ZAL;8893;Búcsúszentlászló;755;372;383;község
